id,source,left_context,mention,right_context,nil_type
670,test,"ther than the Secretary General, Jon Hansen, with whom Decker forms an instant friendship and bond. They are housed temporarily in Israel, which is",under attack,"by Russians, until it is safe for them to fly home. Transport is arranged for them to get out of the besieged city, however a dogfight",Non-Entity Phrase
674,test,ue of Injustice.==Exiles==On the Exiles's second mission lands them in the middle of an alternative reality Dark Phoenix Saga. The team learns that,in this world,"Jean actually is the Dark Phoenix, and they participate in the Shiar trial by combat, disguised as representatives of the world she de",Non-Entity Phrase
678,test,"to a Seagull, in 1968. Settling in Southern California, Mitchell, with popular songs like Big Yellow Taxi and Woodstock , helped define an era and",a generation,. Her 1971 album Blue is often cited as one of the best albums of all time; it was rated the 30th best album ever made in Rolling Stones,Non-Entity Phrase
683,test,than 30 Japanese and Chinese film scores to his credit and is perhaps best known in the West for Yumeji's Theme (originally from Seijun Suzuki's,yumeji,"), included in director Wong Kar-wai's In the Mood for Love (2000). Umebayashi scored most of Wong Kar-wai's follow-up film, 2046 (2",Non-Entity Phrase
688,test,"rical.===Conceptual criticism===The conceptual criticism concerns the concept of value itself.For Marx, economic value in capitalist society was an",objectified,"social characteristic of labour-products, exchanged in an economic community, given the physical reality that products took a definite a",Missing Entity
690,test,".Over the course of her life, her shack is destroyed several times; first by the Japanese and then by the Communists. Each time, the woman rebuilds",the shack,"and tries to make a living, venting her anger at each group's treatment of her village. Eventually, reformists arrive and open up the shac",Non-Entity Phrase
691,test,"al band Trivium. He partly replaced frontman Matt Heafy, who had to quit the tour prematurely. Dines and Trivium further collaborated on a cover of",better now,"by Post Malone. In October 2019, Dines performed on stage with Breaking Benjamin.In April 2020, Dines appeared on the cover of Guitar W",Non-Entity Phrase
697,test,". The Favourite led with six nominations.The winners were announced on December 17, 2018. Roma won two awards, including Best Film, while",first reformed,"secured the most wins with three, including Best Director and Actor.",Missing Entity
698,test,"Warehouse Sales Ltd., the operators of Shop-Rite catalogue stores. HBC, which operates The Bay department store chain and other retailers, expanded",the chain,"to 60 stores within three years and built a large distribution centre in Brampton.In November 1981, the chain had 65 stores in Ontario whe",Non-Entity Phrase
700,test,hip makes Mickey jealous and he beats Ned senseless when Ned calls himself Ian's boyfriend. Ian admits he likes Ned since he buys him things and is,not afraid,"to kiss him, prompting Mickey to kiss Ian for the first time. He recruits Ian and Mickey to get some of his things back from the house, t",Non-Entity Phrase
701,test,"old from the Recording Industry Association of America, and five reached No.1 on the Billboard 200. His highest-certified album is the 1992 release",pure country,", which is certified sextuple-platinum for U.S. shipments of six million copies; his highest overall is the 1995 box set Strait Out of t",Non-Entity Phrase
702,test,"cross using the knight's move in chess. They find Leela attacking Romana, and Charley knocks her unconscious.Rassilon and the Brigadier avatar have",chained up,"the Doctor and are preparing to torture him. When the Doctor asks about Charley, the avatar flies into a rage, ranting about how the TARD",Non-Entity Phrase
706,test,"approx. , is serving few non-stop international and domestic flights.===Rail===The closest Train Stations are located at Kurukshetra, Yamunanagar,",karnal,and Ambala. The divisional headquarters of Northern Railway Zone (India) and major Train station are located at Ambala Cantonment in the Amba,Non-Entity Phrase
708,test,"ubmarine Band. He first recorded with the band on a pair of singles ( Luxury Liner and Blue Eyes ) before contributing to the group's sole album,",safe at home,".After the demise of the International Submarine Band, Maness joined the Byrds in the studio in early 1968 and played on their seminal",Non-Entity Phrase
709,test,"nd the narrator sit by the wood-fire at night. A young Tartar, whose name nobody knows, is homesick, he longs for his wife and loathes the cold and",cruel world,"around him. Old Simeon, known as Tolkovy (Brainy) listens to him with disdain, for he had brought himself to such a point that [he] can",Non-Entity Phrase
712,test,from the other members in Intelligence. They make their relationship public in True or False when Voight finds out after they responded to an early,morning call,"together. They break up in Sacrifice due to their careers.In Informant , her informant is murdered in front of her and it is implied th",Non-Entity Phrase
714,test,"st like a dead estate even though modern shops such as NTUC and other basic amenities line the road opposite of the estate.In addition, the popular",old airport road,food centre at the same area provides for the main source of dining for the residents today. It was constructed in 1973 and is also,Non-Entity Phrase
719,test,"nd Scarecrow Slayer. Itier acted as a co-producer and financing consultant in Johnny Mnemonic, Another 9½ Weeks, Shattered Image,",the dentist,", and Progeny.Itier has also been a music and film journalist for rock magazines, French TV networks, and the internet for over twe",Non-Entity Phrase
723,test,"adly in love with a girl although it hurts, such in the songs On and On (), which literally translates into I'm Ready to Get Hurt , Voodoo Doll and",chained up,"; breaking up with their lovers Love Equation , Don't Want to Be An Idol '; generally sad or dark love songs, with the themes of obsessio",Non-Entity Phrase
728,test,"r, coach and executive; Gary Hetherington, and the older brother of rugby league footballer who played in the 1970s for York and Wakefield Trinity (",a-team,); Stephen Steve Cooper (birth registered fourth ¼ 1953).== References ==== External links ==* * *,Non-Entity Phrase
729,test,Knox Army Heliport and conducts flight training using the CH-47 Chinook helicopter and C-12 Huron aircraft.==Training==At the Center students both,learn to fly,and also to employ aviation assets to assist United States forces with the 110th Aviation Brigade. Students usually spend 15鈥?8 months,Non-Entity Phrase
735,test,inct and more to the group imperative. We are emerging from our gregarious condition and are now to enter on the rational way of living by scanning,our relations,"to one another, instead of bluntly feeling them, and so adjusting them that unimpeded progress on this higher plane is secured.  (The",Non-Entity Phrase
743,test,"il 1331, became Earl of Oxford. He had made homage and received livery by 17 May.In 1336 John married Maud de Badlesmere, who was the second of the",four daughters,"of Bartholomew de Badlesmere, 1st Baron Badlesmere, of Badlesmere in Kent and Margaret de Clare. Maud was a co-heiress of her brother",Non-Entity Phrase
744,test,"s of important countries, where Indian troops had served. A pictorial supplement of places and events of military interest is inserted. A system of",lucky numbers,"is introduced in vernacular editions and a subscriber, getting the copy with one of the ten unduplicated numbers, gets a cash prize of",Non-Entity Phrase
745,test,"uralism and honesty by Graeme McRae, this is the true story of David Holthouse. Stalking the Bogeyman is told in such a way that you are responding",moment by moment,to the life of David in his reliving of the experience and him trying to come to terms with his abuse. We the audience feel his hor,Non-Entity Phrase
746,test,h Number One ).Her contract with Moodyz was an exclusive one and she is credited with being a driving force in that studio's success. She continued,making movies,with Moodyz for the rest of her career at the rate of one or often two videos per month. Although she started in AV work for the money,Non-Entity Phrase
748,test,"9) *David Braid - Vivid: The David Braid Sextet Live (2003) *Adrean Farrugia - Live at the Senator (2004)==References==*Chapman, Geoff. Farewell to",all that,"jazz: After 15 years, the venerable Senator closes its doors, Club owes renown to tireless manager. Toronto Star, 9 July 2005. *Jazz Bistro",Non-Entity Phrase
756,test,"nce used an armor in a bloody fight against the warriors of the Guangdong Province. Although he triumphed in that battle, his armor still bears the",battle scars,caused by the butterfly knives used by the lizard assassins that managed to get close to him. There was also a reference that Flying Rh,Non-Entity Phrase
757,test,| 3rd United Central || Won United Conference Quarterfinal (Bloomington)Won United Conference Semifinal (Omaha)Lost United Conference Championship (,river city,) |- |2010 || 9 || 5 || 0 || 2nd Central West || Won Round 1 (Bloomington)Won United Conference Semifinal (Rochester)Lost United Conferenc,Non-Entity Phrase
758,test,"Dr Goldfoot and the S BombStudents Slam Deferment Test Reice, Sylvie. Los Angeles Times 3 Apr 1966: d5. (a tongue-in-cheek reference to the phrase",sex bomb,").===Filming===Filming started in April 1966 and took place in Rome, mostly at Cinecitta Studios but also such locations as Parco di Princi",Non-Entity Phrase
